,name,dob,nat,score,events,environment,race,date,performance,place
54,Isaac HEYNE,24 JAN 2000,AUS,1065,1500m [Mile],Outdoor,800 Metres,04 FEB 2018,1:58.28,Adelaide (AUS)
55,Isaac HEYNE,24 JAN 2000,AUS,1065,1500m [Mile],Outdoor,800 Metres,02 NOV 2019,1:59.32,"SA Athletic Stadium, Adelaide (AUS)"
56,Isaac HEYNE,24 JAN 2000,AUS,1065,1500m [Mile],Outdoor,1500 Metres,27 MAR 2017,3:58.79,Sydney (AUS)
57,Isaac HEYNE,24 JAN 2000,AUS,1065,1500m [Mile],Outdoor,1500 Metres,03 FEB 2018,3:54.43,Adelaide (AUS)
58,Isaac HEYNE,24 JAN 2000,AUS,1065,1500m [Mile],Outdoor,1500 Metres,09 NOV 2019,3:58.98,"SA Athletic Stadium, Adelaide (AUS)"
59,Isaac HEYNE,24 JAN 2000,AUS,1065,1500m [Mile],Outdoor,1500 Metres,18 DEC 2020,3:47.19,"SA Athletic Stadium, Adelaide (AUS)"
60,Isaac HEYNE,24 JAN 2000,AUS,1065,1500m [Mile],Outdoor,1500 Metres,18 APR 2021,3:41.75,"SOPAC, Sydney (AUS)"
61,Isaac HEYNE,24 JAN 2000,AUS,1065,1500m [Mile],Outdoor,1500 Metres,09 APR 2022,3:43.75,"QSAC, Nathan, Brisbane (AUS)"
62,Isaac HEYNE,24 JAN 2000,AUS,1065,1500m [Mile],Outdoor,One Mile,19 MAR 2022,4:03.87,"Lakeside Stadium, Melbourne (AUS)"
63,Isaac HEYNE,24 JAN 2000,AUS,1065,1500m [Mile],Outdoor,3000 Metres,08 MAR 2016,8:56.59,Perth (AUS)
64,Isaac HEYNE,24 JAN 2000,AUS,1065,1500m [Mile],Outdoor,3000 Metres,29 MAR 2017,8:30.87,Sydney (AUS)
65,Isaac HEYNE,24 JAN 2000,AUS,1065,1500m [Mile],Outdoor,3000 Metres,17 JAN 2018,8:27.37,Adelaide (AUS)
66,Isaac HEYNE,24 JAN 2000,AUS,1065,1500m [Mile],Outdoor,3000 Metres,14 DEC 2019,8:22.21,"Hagenauer Reserve, Box Hill, Melbourne (AUS)"
67,Isaac HEYNE,24 JAN 2000,AUS,1065,1500m [Mile],Outdoor,3000 Metres,11 MAR 2020,8:11.12,"SA Athletic Stadium, Adelaide (AUS)"
68,Isaac HEYNE,24 JAN 2000,AUS,1065,1500m [Mile],Outdoor,3000 Metres,29 APR 2021,7:58.95,"Hagenauer Reserve, Box Hill, Melbourne (AUS)"
69,Isaac HEYNE,24 JAN 2000,AUS,1065,1500m [Mile],Outdoor,3000 Metres,12 MAR 2022,7:48.86,"SOPAC, Sydney (AUS)"
70,Isaac HEYNE,24 JAN 2000,AUS,1065,1500m [Mile],Outdoor,5000 Metres,24 MAR 2018,14:45.73,Hobart (AUS)
71,Isaac HEYNE,24 JAN 2000,AUS,1065,1500m [Mile],Outdoor,5000 Metres,04 APR 2019,14:30.99,Sydney (AUS)
72,Isaac HEYNE,24 JAN 2000,AUS,1065,1500m [Mile],Outdoor,5000 Metres,02 DEC 2020,13:54.13,"SA Athletic Stadium, Adelaide (AUS)"
73,Isaac HEYNE,24 JAN 2000,AUS,1065,1500m [Mile],Outdoor,5000 Metres,27 NOV 2021,13:44.66,"SA Athletic Stadium, Adelaide (AUS)"
74,Isaac HEYNE,24 JAN 2000,AUS,1065,1500m [Mile],Outdoor,5000 Metres,29 APR 2022,13:30.82,"Cobb Track and Angell Field, Stanford, CA (USA)"
75,Isaac HEYNE,24 JAN 2000,AUS,1065,1500m [Mile],Outdoor,5 Kilometres,04 AUG 2019,14:33,Adelaide (AUS)
76,Isaac HEYNE,24 JAN 2000,AUS,1065,1500m [Mile],Outdoor,5 Kilometres,19 SEP 2021,14:00,Adelaide (AUS)
77,Isaac HEYNE,24 JAN 2000,AUS,1065,1500m [Mile],Outdoor,10 Kilometres,18 JUL 2020,29:39,Adelaide (AUS)
78,Isaac HEYNE,24 JAN 2000,AUS,1065,1500m [Mile],Outdoor,10 Kilometres,13 JUN 2021,29:03,Launceston (AUS)
79,Isaac HEYNE,24 JAN 2000,AUS,1065,1500m [Mile],Outdoor,10 Kilometres,03 JUL 2022,29:03,Gold Coast (AUS)
80,Jackson SHARP,21 AUG 2000,AUS,1065,1500m [Mile],Outdoor,800 Metres,10 OCT 2015,1:57.40,Sydney (AUS)
81,Jackson SHARP,21 AUG 2000,AUS,1065,1500m [Mile],Outdoor,800 Metres,18 DEC 2016,1:54.12,Sydney (AUS)
82,Jackson SHARP,21 AUG 2000,AUS,1065,1500m [Mile],Outdoor,800 Metres,29 MAR 2017,1:52.91,Sydney (AUS)
83,Jackson SHARP,21 AUG 2000,AUS,1065,1500m [Mile],Outdoor,800 Metres,11 FEB 2018,1:52.49,Sydney (AUS)
84,Jackson SHARP,21 AUG 2000,AUS,1065,1500m [Mile],Outdoor,1500 Metres,05 DEC 2015,4:05.53,Melbourne (AUS)
85,Jackson SHARP,21 AUG 2000,AUS,1065,1500m [Mile],Outdoor,1500 Metres,03 DEC 2016,3:51.38,Canberra (AUS)
86,Jackson SHARP,21 AUG 2000,AUS,1065,1500m [Mile],Outdoor,1500 Metres,23 NOV 2017,3:46.88,Sydney (AUS)
87,Jackson SHARP,21 AUG 2000,AUS,1065,1500m [Mile],Outdoor,1500 Metres,03 FEB 2018,3:47.52,Sydney (AUS)
88,Jackson SHARP,21 AUG 2000,AUS,1065,1500m [Mile],Outdoor,1500 Metres,08 MAR 2019,3:55.62,Sydney (AUS)
89,Jackson SHARP,21 AUG 2000,AUS,1065,1500m [Mile],Outdoor,1500 Metres,29 MAY 2021,3:40.84,"Cushing Stadium, College Station, TX (USA)"
90,Jackson SHARP,21 AUG 2000,AUS,1065,1500m [Mile],Outdoor,1500 Metres,06 MAY 2022,3:42.68,"McClimon Outdoor Track, Madison, WI (USA)"
91,Jackson SHARP,21 AUG 2000,AUS,1065,1500m [Mile],Outdoor,One Mile,23 DEC 2017,4:05.13,Sydney (AUS)
92,Jackson SHARP,21 AUG 2000,AUS,1065,1500m [Mile],Outdoor,One Mile,22 DEC 2018,4:07.79,Sydney (AUS)
93,Jackson SHARP,21 AUG 2000,AUS,1065,1500m [Mile],Outdoor,One Mile,12 JAN 2019,4:11.02,Wollongong (AUS)
94,Jackson SHARP,21 AUG 2000,AUS,1065,1500m [Mile],Outdoor,One Mile,01 JUL 2021,3:59.44,"Wisconsin Lutheran HS, Milwaukee, WI (USA)"
95,Jackson SHARP,21 AUG 2000,AUS,1065,1500m [Mile],Outdoor,One Mile,25 FEB 2022,3:59.85,"SPIRE Institute Indoor Track & Field Facility, Geneva, OH (USA)"
96,Jackson SHARP,21 AUG 2000,AUS,1065,1500m [Mile],Outdoor,3000 Metres,11 NOV 2017,8:14.39,Sydney (AUS)
97,Jackson SHARP,21 AUG 2000,AUS,1065,1500m [Mile],Outdoor,3000 Metres,13 DEC 2018,8:24.52,Melbourne (AUS)
98,Jackson SHARP,21 AUG 2000,AUS,1065,1500m [Mile],Outdoor,3000 Metres,25 FEB 2022,8:00.01,"SPIRE Institute Indoor Track & Field Facility, Geneva, OH (USA)"
99,Jackson SHARP,21 AUG 2000,AUS,1065,1500m [Mile],Outdoor,5000 Metres,20 JAN 2018,14:25.25,Glendale (AUS)
100,Jackson SHARP,21 AUG 2000,AUS,1065,1500m [Mile],Outdoor,5000 Metres,09 JUN 2019,14:28.01,Sydney (AUS)
101,Jackson SHARP,21 AUG 2000,AUS,1065,1500m [Mile],Outdoor,5000 Metres,04 DEC 2020,13:44.00,"JSerra Catholic HS, San Juan Capistrano, CA (USA)"
102,Jackson SHARP,21 AUG 2000,AUS,1065,1500m [Mile],Outdoor,5000 Metres,22 JUN 2021,14:42.32,"McKenzie Community Track, Vida, OR (USA)"
103,Jackson SHARP,21 AUG 2000,AUS,1065,1500m [Mile],Outdoor,5000 Metres,02 JUL 2022,13:33.77,"Morton Stadium, Dublin (IRL)"
104,Jackson SHARP,21 AUG 2000,AUS,1065,1500m [Mile],Outdoor,Distance Medley Relay,19 FEB 2022,9:23.85,"Loftus Sports Center, South Bend, IN (USA)"
105,Jackson SHARP,21 AUG 2000,AUS,1065,1500m [Mile],Indoor,One Mile,12 FEB 2021,3:59.25,"Iowa-Recreation Building, Iowa City, IA (USA)"
106,Jackson SHARP,21 AUG 2000,AUS,1065,1500m [Mile],Indoor,3000 Metres,12 FEB 2022,7:48.56,"Gately Indoor TF Center, Chicago, IL (USA)"
107,Jackson SHARP,21 AUG 2000,AUS,1065,1500m [Mile],Indoor,Distance Medley Relay,11 MAR 2022,9:25.78,"CrossPlex Athletic Facility, Birmingham, AL (USA)"
108,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Outdoor,800 Metres,15 JUN 2011,1:56.81,Watford (GBR)
109,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Outdoor,800 Metres,06 JUN 2012,1:53.03,Wormwood Scrubs (GBR)
110,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Outdoor,800 Metres,12 JUN 2013,1:52.41,Watford (GBR)
111,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Outdoor,800 Metres,23 JUL 2014,1:51.14,Eltham (GBR)
112,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Outdoor,800 Metres,27 JUN 2015,1:50.66,Watford (GBR)
113,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Outdoor,800 Metres,08 MAY 2016,1:52.08,"Lawrence Township, NJ (USA)"
114,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Outdoor,800 Metres,20 MAY 2017,1:51.79,"Lowell, MA (USA)"
115,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Outdoor,800 Metres,14 APR 2018,1:55.35,"New Brunswick, NJ (USA)"
116,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Outdoor,800 Metres,13 APR 2019,1:58.10,"Piscataway, NJ (USA)"
117,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Outdoor,800 Metres,29 AUG 2020,1:54.80,"Lee Valley Athletics Centre, London (GBR)"
118,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Outdoor,1500 Metres,25 JUL 2012,3:50.10,Watford (GBR)
119,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Outdoor,1500 Metres,30 JUN 2013,3:49.44,Watford (GBR)
120,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Outdoor,1500 Metres,17 MAY 2014,3:45.87,Watford (GBR)
121,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Outdoor,1500 Metres,26 MAY 2015,3:43.64,Baskin Ridge (USA)
122,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Outdoor,1500 Metres,16 MAY 2016,3:42.86,"Swarthmore, PA (USA)"
123,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Outdoor,1500 Metres,17 MAY 2017,3:40.30,"Swarthmore, PA (USA)"
124,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Outdoor,1500 Metres,21 APR 2018,3:45.49,"Charlottesville, VA (USA)"
125,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Outdoor,1500 Metres,19 APR 2019,3:47.31,"Azusa, CA (USA)"
126,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Outdoor,1500 Metres,11 AUG 2020,3:49.5h,"Trafford Athletic Stadium, Manchester (GBR)"
127,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Outdoor,1500 Metres,24 AUG 2021,3:44.16,"Trafford Athletic Stadium, Manchester (GBR)"
128,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Outdoor,1500 Metres,20 MAY 2022,3:43.67,"Icahn Stadium, New York, NY (USA)"
129,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Outdoor,One Mile,28 JUL 2012,4:16.91,Oxford (GBR)
130,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Outdoor,One Mile,20 JUL 2013,4:12.85,Oxford (GBR)
131,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Outdoor,One Mile,29 APR 2017,4:04.43,"Philadelphia, PA (USA)"
132,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Outdoor,One Mile,04 SEP 2019,4:04.41,"Bay Shore, NY (USA)"
133,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Outdoor,One Mile,02 JUL 2022,4:03.78,"Morton Stadium, Dublin (IRL)"
134,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Outdoor,3000 Metres,07 SEP 2011,8:53.21,Watford (GBR)
135,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Outdoor,3000 Metres,10 JUN 2012,8:40.10,Abingdon (GBR)
136,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Outdoor,3000 Metres,23 APR 2014,8:19.82,Watford (GBR)
137,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Outdoor,3000 Metres,01 JUN 2017,7:57.20,"Concord, MA (USA)"
138,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Outdoor,3000 Metres,21 AUG 2020,8:07.87,"Norman Park Athletics Track, Bromley (GBR)"
139,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Outdoor,3000 Metres,31 JUL 2021,8:08.22,"K2 Track, Crawley (GBR)"
140,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Outdoor,3000 Metres,05 JUL 2022,7:59.30,"Munster Technological University Track, Cork (IRL)"
141,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Outdoor,5000 Metres,03 APR 2015,14:27.26,"Princeton, NJ (USA)"
142,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Outdoor,5000 Metres,02 APR 2016,14:04.02,"Williamsburg, VA (USA)"
143,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Outdoor,5000 Metres,08 APR 2017,14:37.81,"Princeton, NJ (USA)"
144,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Outdoor,5000 Metres,30 MAR 2018,14:30.83,"Raleigh, NC (USA)"
145,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Outdoor,5000 Metres,10 AUG 2019,14:13.02,Stretford (GBR)
146,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Outdoor,5000 Metres,21 MAY 2021,13:46.95,"Icahn Stadium, New York, NY (USA)"
147,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Outdoor,5000 Metres,24 MAR 2022,13:50.40,"Paul Derr TF Facility, Raleigh, NC (USA)"
148,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Outdoor,5 Miles Road,24 NOV 2019,24:22,Milton Keynes (GBR)
149,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Outdoor,10 Kilometres,22 SEP 2019,30:17,Swansea (GBR)
150,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Outdoor,2000 Metres Steeplechase,18 MAY 2013,5:59.04,Milton Keynes (GBR)
151,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Outdoor,4x800 Metres Relay,08 MAY 2016,7:46.92,"Lawrence Township, NJ (USA)"
152,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Outdoor,Distance Medley Relay,24 APR 2015,10:04.79,"Philadelphia, PA (USA)"
153,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Indoor,800 Metres,04 MAR 2012,1:58.74,Lee Valley (GBR)
154,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Indoor,800 Metres,21 JAN 2017,1:53.30,NY (USA)
155,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Indoor,1000 Metres,22 JAN 2016,2:27.49,"New York, NY (USA)"
156,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Indoor,1000 Metres,12 JAN 2018,2:32.37,"New York, NY (USA)"
157,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Indoor,One Mile,21 FEB 2015,4:06.82,"New York, NY (USA)"
158,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Indoor,One Mile,27 FEB 2016,4:00.43,NY (USA)
159,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Indoor,One Mile,26 FEB 2017,3:58.19,"Boston, MA (USA)"
160,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Indoor,One Mile,25 FEB 2018,4:00.69,"Boston, MA (USA)"
161,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Indoor,One Mile,27 FEB 2022,3:58.87,"Boston Univ. Track & Tennis Center, Boston, MA (USA)"
162,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Indoor,3000 Metres,31 JAN 2015,8:13.40,"Boston, MA (USA)"
163,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Indoor,3000 Metres,12 FEB 2016,8:03.70,NY (USA)
164,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Indoor,3000 Metres,10 FEB 2017,8:02.71,NY (USA)
165,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Indoor,3000 Metres,27 JAN 2018,8:04.23,"Boston, MA (USA)"
166,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Indoor,3000 Metres,08 DEC 2019,8:15.37,"National Indoor Athletics Centre, Cardiff (GBR)"
167,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Indoor,3000 Metres,12 FEB 2022,7:57.44,"Boston Univ. Track & Tennis Center, Boston, MA (USA)"
168,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Indoor,4x800 Metres Relay,18 FEB 2018,7:45.93,"New York, NY (USA)"
169,Liam DEE,23 MAY 1996,GBR,1064,"1500m [Mile,Mile ind.]",Indoor,Distance Medley Relay,18 FEB 2017,9:57.39,"New York, NY (USA)"
