,name,dob,nat,score,events,environment,race,date,performance,place
32,Gonzalo GARCÍA,26 JAN 1995,ESP,1141,1500m [1500m ind.],Outdoor,1500 Metres,14 JUN 2017,3:38.56,Huelva (ESP)
33,Gonzalo GARCÍA,26 JAN 1995,ESP,1141,1500m [1500m ind.],Outdoor,1500 Metres,27 JUN 2018,3:39.77,Nancy (FRA)
34,Gonzalo GARCÍA,26 JAN 1995,ESP,1141,1500m [1500m ind.],Outdoor,1500 Metres,24 AUG 2020,3:45.10,Castellón (ESP)
35,Gonzalo GARCÍA,26 JAN 1995,ESP,1141,1500m [1500m ind.],Outdoor,1500 Metres,16 JUN 2022,3:35.92,Castellón (ESP)
36,Gonzalo GARCÍA,26 JAN 1995,ESP,1141,1500m [1500m ind.],Outdoor,2000 Metres,18 MAY 2019,5:09.40,Elvissa (ESP)
37,Gonzalo GARCÍA,26 JAN 1995,ESP,1141,1500m [1500m ind.],Outdoor,3000 Metres,21 DEC 2014,8:28.95,Sevilla (ESP)
38,Gonzalo GARCÍA,26 JAN 1995,ESP,1141,1500m [1500m ind.],Outdoor,3000 Metres,19 DEC 2015,8:08.84,Sevilla (ESP)
39,Gonzalo GARCÍA,26 JAN 1995,ESP,1141,1500m [1500m ind.],Outdoor,3000 Metres,18 DEC 2016,8:20.59,Sevilla (ESP)
40,Gonzalo GARCÍA,26 JAN 1995,ESP,1141,1500m [1500m ind.],Outdoor,3000 Metres,23 DEC 2017,8:04.35,Sevilla (ESP)
41,Gonzalo GARCÍA,26 JAN 1995,ESP,1141,1500m [1500m ind.],Outdoor,3000 Metres,23 DEC 2018,8:03.74,Sevilla (ESP)
42,Gonzalo GARCÍA,26 JAN 1995,ESP,1141,1500m [1500m ind.],Outdoor,3000 Metres,29 AUG 2020,8:31.25,Ibiza (ESP)
43,Gonzalo GARCÍA,26 JAN 1995,ESP,1141,1500m [1500m ind.],Outdoor,3000 Metres,02 JAN 2021,8:05.43,Nerja (ESP)
44,Gonzalo GARCÍA,26 JAN 1995,ESP,1141,1500m [1500m ind.],Outdoor,10 Kilometres,18 JAN 2020,31:11,Jaén (ESP)
45,Gonzalo GARCÍA,26 JAN 1995,ESP,1141,1500m [1500m ind.],Indoor,800 Metres,05 FEB 2017,1:52.32,Antequera (ESP)
46,Gonzalo GARCÍA,26 JAN 1995,ESP,1141,1500m [1500m ind.],Indoor,800 Metres,29 DEC 2018,1:52.29,Antequera (ESP)
47,Gonzalo GARCÍA,26 JAN 1995,ESP,1141,1500m [1500m ind.],Indoor,800 Metres,15 FEB 2020,1:51.77,"Centro de Tecnificación de Atletismo, Antequera (ESP)"
48,Gonzalo GARCÍA,26 JAN 1995,ESP,1141,1500m [1500m ind.],Indoor,800 Metres,12 FEB 2022,1:49.42,"Gallur, Madrid (ESP)"
49,Gonzalo GARCÍA,26 JAN 1995,ESP,1141,1500m [1500m ind.],Indoor,1000 Metres,16 JAN 2016,2:24.60,Antequera (ESP)
50,Gonzalo GARCÍA,26 JAN 1995,ESP,1141,1500m [1500m ind.],Indoor,1500 Metres,15 FEB 2014,3:56.49,Antequera (ESP)
51,Gonzalo GARCÍA,26 JAN 1995,ESP,1141,1500m [1500m ind.],Indoor,1500 Metres,03 FEB 2015,3:49.62,Antequera (ESP)
52,Gonzalo GARCÍA,26 JAN 1995,ESP,1141,1500m [1500m ind.],Indoor,1500 Metres,26 FEB 2016,3:45.83,Madrid (ESP)
53,Gonzalo GARCÍA,26 JAN 1995,ESP,1141,1500m [1500m ind.],Indoor,1500 Metres,10 FEB 2017,3:43.02,Valencia (ESP)
54,Gonzalo GARCÍA,26 JAN 1995,ESP,1141,1500m [1500m ind.],Indoor,1500 Metres,28 JAN 2018,3:46.41,Antequera (ESP)
55,Gonzalo GARCÍA,26 JAN 1995,ESP,1141,1500m [1500m ind.],Indoor,1500 Metres,01 FEB 2019,3:59.87,Val-de-Reuil (FRA)
56,Gonzalo GARCÍA,26 JAN 1995,ESP,1141,1500m [1500m ind.],Indoor,1500 Metres,03 JAN 2020,3:46.14,Antequera (ESP)
57,Gonzalo GARCÍA,26 JAN 1995,ESP,1141,1500m [1500m ind.],Indoor,1500 Metres,07 FEB 2021,3:45.39,Antequera (ESP)
58,Gonzalo GARCÍA,26 JAN 1995,ESP,1141,1500m [1500m ind.],Indoor,1500 Metres,27 FEB 2022,3:42.67,"Pistas Expourense, Ourense (ESP)"
59,Gonzalo GARCÍA,26 JAN 1995,ESP,1141,1500m [1500m ind.],Indoor,One Mile,21 FEB 2018,4:04.66,Athlone (IRL)
60,Gonzalo GARCÍA,26 JAN 1995,ESP,1141,1500m [1500m ind.],Indoor,3000 Metres,11 FEB 2017,8:28.04,Madrid (ESP)
61,Gonzalo GARCÍA,26 JAN 1995,ESP,1141,1500m [1500m ind.],Indoor,3000 Metres,13 FEB 2018,7:56.87,Sabadell (ESP)
62,Gonzalo GARCÍA,26 JAN 1995,ESP,1141,1500m [1500m ind.],Indoor,3000 Metres,16 FEB 2019,7:59.48,Antequera (ESP)
63,Gonzalo GARCÍA,26 JAN 1995,ESP,1141,1500m [1500m ind.],Indoor,3000 Metres,01 FEB 2020,8:05.33,"Halle Michel d'Ornano, Mondeville (FRA)"
64,Gonzalo GARCÍA,26 JAN 1995,ESP,1141,1500m [1500m ind.],Indoor,3000 Metres,23 JAN 2021,7:51.96,"Velódromo Luis Puig, Valencia (ESP)"
65,Nesim AMSELLEK,08 FEB 1999,ITA,1141,1500m [1500m ind.],Outdoor,800 Metres,27 MAY 2017,1:57.09,Nembro (ITA)
66,Nesim AMSELLEK,08 FEB 1999,ITA,1141,1500m [1500m ind.],Outdoor,800 Metres,27 MAY 2018,1:51.90,Chiari (ITA)
67,Nesim AMSELLEK,08 FEB 1999,ITA,1141,1500m [1500m ind.],Outdoor,800 Metres,16 MAY 2019,1:50.04,"Pista Lino Parzani, Rodengo Saiano (ITA)"
68,Nesim AMSELLEK,08 FEB 1999,ITA,1141,1500m [1500m ind.],Outdoor,800 Metres,24 JUL 2021,1:47.46,"Campo Comunale, Brescia (ITA)"
69,Nesim AMSELLEK,08 FEB 1999,ITA,1141,1500m [1500m ind.],Outdoor,800 Metres,06 JUL 2022,1:46.12,"Stadio Comunale, San Vendemiano (ITA)"
70,Nesim AMSELLEK,08 FEB 1999,ITA,1141,1500m [1500m ind.],Outdoor,1500 Metres,20 MAY 2017,4:03.15,Chiari (ITA)
71,Nesim AMSELLEK,08 FEB 1999,ITA,1141,1500m [1500m ind.],Outdoor,1500 Metres,20 JUN 2018,3:48.46,Zogno (ITA)
72,Nesim AMSELLEK,08 FEB 1999,ITA,1141,1500m [1500m ind.],Outdoor,1500 Metres,29 MAY 2019,3:50.43,Zogno (ITA)
73,Nesim AMSELLEK,08 FEB 1999,ITA,1141,1500m [1500m ind.],Outdoor,1500 Metres,02 JUN 2021,3:38.28,"Campo Sportivo Paolo Rava, Chivasso (ITA)"
74,Nesim AMSELLEK,08 FEB 1999,ITA,1141,1500m [1500m ind.],Outdoor,1500 Metres,12 JUL 2022,3:36.90,"Campo Coni Covi Postal, Trento (ITA)"
75,Nesim AMSELLEK,08 FEB 1999,ITA,1141,1500m [1500m ind.],Outdoor,3000 Metres,07 APR 2018,8:26.59,Romano di Lombardo (ITA)
76,Nesim AMSELLEK,08 FEB 1999,ITA,1141,1500m [1500m ind.],Outdoor,5000 Metres,06 MAY 2018,14:30.83,Nembro (ITA)
77,Nesim AMSELLEK,08 FEB 1999,ITA,1141,1500m [1500m ind.],Indoor,800 Metres,04 FEB 2018,1:59.43,Ancona (ITA)
78,Nesim AMSELLEK,08 FEB 1999,ITA,1141,1500m [1500m ind.],Indoor,1500 Metres,03 FEB 2018,4:11.78,Ancona (ITA)
79,Nesim AMSELLEK,08 FEB 1999,ITA,1141,1500m [1500m ind.],Indoor,1500 Metres,08 FEB 2020,3:53.31,"Palaindoor Ancona, Ancona (ITA)"
80,Nesim AMSELLEK,08 FEB 1999,ITA,1141,1500m [1500m ind.],Indoor,1500 Metres,08 FEB 2022,3:38.42,"Pista Coberta de Catalunya, Sabadell (ESP)"
81,Nesim AMSELLEK,08 FEB 1999,ITA,1141,1500m [1500m ind.],Indoor,3000 Metres,20 FEB 2022,8:09.58,"Palaindoor, Padova (ITA)"
82,Boaz KIPRUGUT,18 MAY 1998,KEN,1141,1500m [1500m ind.],Outdoor,800 Metres,17 JUN 2015,1:48.95,Nairobi (KEN)
83,Boaz KIPRUGUT,18 MAY 1998,KEN,1141,1500m [1500m ind.],Outdoor,800 Metres,28 MAY 2016,1:44.64,Nairobi (KEN)
84,Boaz KIPRUGUT,18 MAY 1998,KEN,1141,1500m [1500m ind.],Outdoor,800 Metres,25 MAR 2017,1:47.00,Djibouti (DJI)
85,Boaz KIPRUGUT,18 MAY 1998,KEN,1141,1500m [1500m ind.],Outdoor,800 Metres,23 JUN 2018,1:45.22,Nairobi (KEN)
86,Boaz KIPRUGUT,18 MAY 1998,KEN,1141,1500m [1500m ind.],Outdoor,800 Metres,17 JUL 2019,1:48.01,Liège (BEL)
87,Boaz KIPRUGUT,18 MAY 1998,KEN,1141,1500m [1500m ind.],Outdoor,800 Metres,08 SEP 2020,1:48.19,"Paul-Greifzu-Stadion, Dessau (GER)"
88,Boaz KIPRUGUT,18 MAY 1998,KEN,1141,1500m [1500m ind.],Outdoor,800 Metres,12 MAR 2021,1:46.37,"Moi International Sports Centre, Kasarani, Nairobi (KEN)"
89,Boaz KIPRUGUT,18 MAY 1998,KEN,1141,1500m [1500m ind.],Outdoor,800 Metres,05 MAR 2022,1:47.67,"Nyayo National Stadium, Nairobi (KEN)"
90,Boaz KIPRUGUT,18 MAY 1998,KEN,1141,1500m [1500m ind.],Outdoor,1500 Metres,29 APR 2016,3:39.46,Dar-es-Salaam (TAN)
91,Boaz KIPRUGUT,18 MAY 1998,KEN,1141,1500m [1500m ind.],Outdoor,1500 Metres,11 JUN 2017,3:36.47,"Blankers-Koen Stadion, Hengelo (NED)"
92,Boaz KIPRUGUT,18 MAY 1998,KEN,1141,1500m [1500m ind.],Outdoor,1500 Metres,20 MAY 2018,3:37.81,Rehlingen (GER)
93,Boaz KIPRUGUT,18 MAY 1998,KEN,1141,1500m [1500m ind.],Outdoor,1500 Metres,22 JUN 2019,3:36.85,Nairobi (KEN)
94,Boaz KIPRUGUT,18 MAY 1998,KEN,1141,1500m [1500m ind.],Outdoor,1500 Metres,06 SEP 2020,3:36.97,"Stadion De Veen, Heusden-Zolder (BEL)"
95,Boaz KIPRUGUT,18 MAY 1998,KEN,1141,1500m [1500m ind.],Outdoor,1500 Metres,07 JUN 2021,3:35.26,"Stadion Juliska, Praha (CZE)"
96,Boaz KIPRUGUT,18 MAY 1998,KEN,1141,1500m [1500m ind.],Outdoor,1500 Metres,07 MAY 2022,3:40.19,"Moi International Sports Centre, Kasarani, Nairobi (KEN)"
97,Boaz KIPRUGUT,18 MAY 1998,KEN,1141,1500m [1500m ind.],Indoor,1500 Metres,09 FEB 2020,3:39.95,"L'Anneau-Halle d'athlétisme de Metz, Metz (FRA)"
98,Boaz KIPRUGUT,18 MAY 1998,KEN,1141,1500m [1500m ind.],Indoor,1500 Metres,14 FEB 2021,3:41.50,"Stade couvert Jesse Owens, Val-de-Reuil (FRA)"
99,Boaz KIPRUGUT,18 MAY 1998,KEN,1141,1500m [1500m ind.],Indoor,1500 Metres,01 FEB 2022,3:40.75,"Hartwig-Gauder-Halle, Erfurt (GER)"
100,István PALKOVITS,27 DEC 2000,HUN,1140,"1500m [1500m ind.,2000m ind.]",Outdoor,1500 Metres,11 JUL 2015,4:36.91,Budapest (HUN)
101,István PALKOVITS,27 DEC 2000,HUN,1140,"1500m [1500m ind.,2000m ind.]",Outdoor,1500 Metres,02 JUL 2016,4:26.47,Miskolc (HUN)
102,István PALKOVITS,27 DEC 2000,HUN,1140,"1500m [1500m ind.,2000m ind.]",Outdoor,1500 Metres,24 JUN 2017,4:15.35,Miskolc (HUN)
103,István PALKOVITS,27 DEC 2000,HUN,1140,"1500m [1500m ind.,2000m ind.]",Outdoor,1500 Metres,16 JUN 2018,3:53.49,Vyškov (CZE)
104,István PALKOVITS,27 DEC 2000,HUN,1140,"1500m [1500m ind.,2000m ind.]",Outdoor,1500 Metres,07 SEP 2019,3:46.92,"Bregyó Athletic Center, Székesfehérvár (HUN)"
105,István PALKOVITS,27 DEC 2000,HUN,1140,"1500m [1500m ind.,2000m ind.]",Outdoor,1500 Metres,09 JUL 2020,3:44.16,"Egyetemi Stadion, Veszprém (HUN)"
106,István PALKOVITS,27 DEC 2000,HUN,1140,"1500m [1500m ind.,2000m ind.]",Outdoor,1500 Metres,15 MAY 2021,4:01.15,"Gyulai István Atlétika Stadion, Debrecen (HUN)"
107,István PALKOVITS,27 DEC 2000,HUN,1140,"1500m [1500m ind.,2000m ind.]",Outdoor,1500 Metres,30 JUL 2022,3:39.05,"Stadio G. Teghil, Lignano Sabbiadoro (ITA)"
108,István PALKOVITS,27 DEC 2000,HUN,1140,"1500m [1500m ind.,2000m ind.]",Outdoor,2000 Metres,07 JUL 2013,7:05.24,Tatabánya (HUN)
109,István PALKOVITS,27 DEC 2000,HUN,1140,"1500m [1500m ind.,2000m ind.]",Outdoor,3000 Metres,14 SEP 2014,10:36.31,Székesfehérvár (HUN)
110,István PALKOVITS,27 DEC 2000,HUN,1140,"1500m [1500m ind.,2000m ind.]",Outdoor,3000 Metres,27 JUN 2015,9:42.56,Budapest (HUN)
111,István PALKOVITS,27 DEC 2000,HUN,1140,"1500m [1500m ind.,2000m ind.]",Outdoor,3000 Metres,03 JUL 2016,9:09.51,Miskolc (HUN)
112,István PALKOVITS,27 DEC 2000,HUN,1140,"1500m [1500m ind.,2000m ind.]",Outdoor,3000 Metres,27 AUG 2017,8:45.61,Budapest (HUN)
113,István PALKOVITS,27 DEC 2000,HUN,1140,"1500m [1500m ind.,2000m ind.]",Outdoor,3000 Metres,27 MAY 2018,8:27.70,Győr (HUN)
114,István PALKOVITS,27 DEC 2000,HUN,1140,"1500m [1500m ind.,2000m ind.]",Outdoor,3000 Metres,09 JUL 2019,8:18.85,"Bregyó Athletic Center, Székesfehérvár (HUN)"
115,István PALKOVITS,27 DEC 2000,HUN,1140,"1500m [1500m ind.,2000m ind.]",Outdoor,3000 Metres,03 JUN 2020,8:07.14,"Atletski stadion, Novi Pazar (SRB)"
116,István PALKOVITS,27 DEC 2000,HUN,1140,"1500m [1500m ind.,2000m ind.]",Outdoor,5000 Metres,13 MAY 2018,14:27.68,Miskolc (HUN)
117,István PALKOVITS,27 DEC 2000,HUN,1140,"1500m [1500m ind.,2000m ind.]",Outdoor,5000 Metres,21 JUL 2019,14:06.90,Borås (SWE)
118,István PALKOVITS,27 DEC 2000,HUN,1140,"1500m [1500m ind.,2000m ind.]",Outdoor,5000 Metres,02 JUL 2020,14:05.34,"Egyetemi Stadion, Veszprém (HUN)"
119,István PALKOVITS,27 DEC 2000,HUN,1140,"1500m [1500m ind.,2000m ind.]",Outdoor,5000 Metres,13 JUN 2021,13:57.42,"Egyetemváros Atlétikai Centrum, Miskolc (HUN)"
120,István PALKOVITS,27 DEC 2000,HUN,1140,"1500m [1500m ind.,2000m ind.]",Outdoor,5000 Metres,15 MAY 2022,14:23.01,"Egyetemváros Atlétikai Centrum, Miskolc (HUN)"
121,István PALKOVITS,27 DEC 2000,HUN,1140,"1500m [1500m ind.,2000m ind.]",Outdoor,"10,000 Metres",10 JUL 2018,30:35.87,"Ratina Stadium, Tampere (FIN)"
122,István PALKOVITS,27 DEC 2000,HUN,1140,"1500m [1500m ind.,2000m ind.]",Outdoor,"10,000 Metres",28 APR 2019,30:25.21,Budapest (HUN)
123,István PALKOVITS,27 DEC 2000,HUN,1140,"1500m [1500m ind.,2000m ind.]",Outdoor,"10,000 Metres",27 SEP 2020,30:16.32,"Vasas Pasaréti Sportcentrum, Budapest (HUN)"
124,István PALKOVITS,27 DEC 2000,HUN,1140,"1500m [1500m ind.,2000m ind.]",Outdoor,10 Kilometres,22 SEP 2019,30:48,Szombathely (HUN)
125,István PALKOVITS,27 DEC 2000,HUN,1140,"1500m [1500m ind.,2000m ind.]",Outdoor,2000 Metres Steeplechase,26 JUL 2020,5:32.92,"Iharos Sándor Atlétikai Pálya, Budapest (HUN)"
126,István PALKOVITS,27 DEC 2000,HUN,1140,"1500m [1500m ind.,2000m ind.]",Outdoor,2000 Metres Steeplechase,18 AUG 2021,5:27.50,"Egyetemi Stadion, Veszprém (HUN)"
127,István PALKOVITS,27 DEC 2000,HUN,1140,"1500m [1500m ind.,2000m ind.]",Outdoor,3000 Metres Steeplechase,16 JUL 2020,8:41.52,"Egyetemi Stadion, Veszprém (HUN)"
128,István PALKOVITS,27 DEC 2000,HUN,1140,"1500m [1500m ind.,2000m ind.]",Outdoor,3000 Metres Steeplechase,24 AUG 2021,8:28.43,"Lantos Mihály Sportközpont, Budapest (HUN)"
129,István PALKOVITS,27 DEC 2000,HUN,1140,"1500m [1500m ind.,2000m ind.]",Outdoor,3000 Metres Steeplechase,15 JUN 2022,8:27.06,"Stade Delort, Marseille (FRA)"
130,István PALKOVITS,27 DEC 2000,HUN,1140,"1500m [1500m ind.,2000m ind.]",Outdoor,3000 Metres Race Walk,06 JUL 2013,18:03.43,Tatabánya (HUN)
131,István PALKOVITS,27 DEC 2000,HUN,1140,"1500m [1500m ind.,2000m ind.]",Outdoor,5 Kilometres Race Walk,28 APR 2013,32:20,Békéscsaba (HUN)
132,István PALKOVITS,27 DEC 2000,HUN,1140,"1500m [1500m ind.,2000m ind.]",Outdoor,4x800 Metres Relay,06 SEP 2014,9:22.06,Budapest (HUN)
133,István PALKOVITS,27 DEC 2000,HUN,1140,"1500m [1500m ind.,2000m ind.]",Outdoor,4x1500 Metres Relay,16 SEP 2017,17:40.20,Budapest (HUN)
134,István PALKOVITS,27 DEC 2000,HUN,1140,"1500m [1500m ind.,2000m ind.]",Indoor,1000 Metres,09 FEB 2013,3:11.41,Budapest (HUN)
135,István PALKOVITS,27 DEC 2000,HUN,1140,"1500m [1500m ind.,2000m ind.]",Indoor,1500 Metres,29 JAN 2014,5:05.4h,Bonyhád (HUN)
136,István PALKOVITS,27 DEC 2000,HUN,1140,"1500m [1500m ind.,2000m ind.]",Indoor,1500 Metres,07 FEB 2015,4:49.79,Budapest (HUN)
137,István PALKOVITS,27 DEC 2000,HUN,1140,"1500m [1500m ind.,2000m ind.]",Indoor,1500 Metres,27 FEB 2016,4:23.06,Budapest (HUN)
138,István PALKOVITS,27 DEC 2000,HUN,1140,"1500m [1500m ind.,2000m ind.]",Indoor,1500 Metres,25 FEB 2017,4:15.33,Budapest (HUN)
139,István PALKOVITS,27 DEC 2000,HUN,1140,"1500m [1500m ind.,2000m ind.]",Indoor,1500 Metres,24 FEB 2018,3:57.03,Budapest (HUN)
140,István PALKOVITS,27 DEC 2000,HUN,1140,"1500m [1500m ind.,2000m ind.]",Indoor,1500 Metres,23 FEB 2019,3:52.13,Budapest (HUN)
141,István PALKOVITS,27 DEC 2000,HUN,1140,"1500m [1500m ind.,2000m ind.]",Indoor,1500 Metres,22 FEB 2020,3:52.32,"BOK Csarnok, Budapest (HUN)"
142,István PALKOVITS,27 DEC 2000,HUN,1140,"1500m [1500m ind.,2000m ind.]",Indoor,1500 Metres,26 FEB 2022,3:42.94,"Atlétikai Centrum, Nyíregyháza (HUN)"
143,István PALKOVITS,27 DEC 2000,HUN,1140,"1500m [1500m ind.,2000m ind.]",Indoor,2000 Metres,09 MAR 2013,6:44.24,Budapest (HUN)
144,István PALKOVITS,27 DEC 2000,HUN,1140,"1500m [1500m ind.,2000m ind.]",Indoor,2000 Metres,06 FEB 2022,5:03.93,"BOK Csarnok, Budapest (HUN)"
145,István PALKOVITS,27 DEC 2000,HUN,1140,"1500m [1500m ind.,2000m ind.]",Indoor,3000 Metres,09 FEB 2014,10:42.24,Budapest (HUN)
146,István PALKOVITS,27 DEC 2000,HUN,1140,"1500m [1500m ind.,2000m ind.]",Indoor,3000 Metres,08 FEB 2015,9:53.01,Budapest (HUN)
147,István PALKOVITS,27 DEC 2000,HUN,1140,"1500m [1500m ind.,2000m ind.]",Indoor,3000 Metres,28 FEB 2016,9:16.48,Budapest (HUN)
148,István PALKOVITS,27 DEC 2000,HUN,1140,"1500m [1500m ind.,2000m ind.]",Indoor,3000 Metres,28 JAN 2017,8:49.69,Budapest (HUN)
149,István PALKOVITS,27 DEC 2000,HUN,1140,"1500m [1500m ind.,2000m ind.]",Indoor,3000 Metres,04 FEB 2018,8:27.70,Budapest (HUN)
150,István PALKOVITS,27 DEC 2000,HUN,1140,"1500m [1500m ind.,2000m ind.]",Indoor,3000 Metres,24 FEB 2019,8:14.20,Budapest (HUN)
151,István PALKOVITS,27 DEC 2000,HUN,1140,"1500m [1500m ind.,2000m ind.]",Indoor,3000 Metres,23 FEB 2020,8:13.20,"BOK Csarnok, Budapest (HUN)"
152,István PALKOVITS,27 DEC 2000,HUN,1140,"1500m [1500m ind.,2000m ind.]",Indoor,3000 Metres,19 FEB 2022,7:59.89,"BOK Csarnok, Budapest (HUN)"
153,István PALKOVITS,27 DEC 2000,HUN,1140,"1500m [1500m ind.,2000m ind.]",Indoor,3000 Metres Race Walk,08 FEB 2014,17:55.43,Budapest (HUN)
154,Henry WYNNE,18 APR 1995,USA,1140,"1500m [1500m ind.,Mile]",Outdoor,800 Metres,22 MAY 2012,1:53.23,"Danbury, CT (USA)"
155,Henry WYNNE,18 APR 1995,USA,1140,"1500m [1500m ind.,Mile]",Outdoor,800 Metres,08 JUN 2013,1:49.93,"New Britain, CT (USA)"
156,Henry WYNNE,18 APR 1995,USA,1140,"1500m [1500m ind.,Mile]",Outdoor,800 Metres,18 APR 2014,1:50.70,"Chapel Hill, NC (USA)"
157,Henry WYNNE,18 APR 1995,USA,1140,"1500m [1500m ind.,Mile]",Outdoor,800 Metres,04 APR 2015,1:52.73,"Berkeley, CA (USA)"
158,Henry WYNNE,18 APR 1995,USA,1140,"1500m [1500m ind.,Mile]",Outdoor,800 Metres,08 APR 2017,1:51.00,"Charlottesville, VA (USA)"
159,Henry WYNNE,18 APR 1995,USA,1140,"1500m [1500m ind.,Mile]",Outdoor,800 Metres,17 MAY 2018,1:48.36,"Los Angeles, CA (USA)"
160,Henry WYNNE,18 APR 1995,USA,1140,"1500m [1500m ind.,Mile]",Outdoor,800 Metres,09 JUL 2019,1:47.00,"Azusa, CA (USA)"
161,Henry WYNNE,18 APR 1995,USA,1140,"1500m [1500m ind.,Mile]",Outdoor,800 Metres,21 AUG 2020,1:49.99,"Newberg, OR (USA)"
