,name,dob,nat,score,events,environment,race,date,performance,place
68,Matisse VIREY,09 SEP 1997,FRA,986,1500m,Outdoor,4x800 Metres Relay,14 OCT 2018,7:48.91,Obernai (FRA)
69,Matisse VIREY,09 SEP 1997,FRA,986,1500m,Outdoor,4x800 Metres Relay,13 OCT 2019,7:38.75,Blois (FRA)
70,Matisse VIREY,09 SEP 1997,FRA,986,1500m,Indoor,1500 Metres,20 JAN 2018,3:59.55,Lyon (FRA)
71,Matisse VIREY,09 SEP 1997,FRA,986,1500m,Indoor,1500 Metres,06 FEB 2022,3:54.58,"Salle Jean Pellez, Aubiére (FRA)"
72,Matisse VIREY,09 SEP 1997,FRA,986,1500m,Indoor,3000 Metres,26 JAN 2020,8:28.25,"Stadium Jean-Pellez, Aubiére (FRA)"
73,Matisse VIREY,09 SEP 1997,FRA,986,1500m,Indoor,3000 Metres,05 FEB 2022,8:33.29,"Salle Jean Pellez, Aubiére (FRA)"
74,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Outdoor,400 Metres,20 JUL 2014,52.53,Viljandi (EST)
75,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Outdoor,800 Metres,28 JUL 2013,1:57.66,Tallinn (EST)
76,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Outdoor,800 Metres,27 JUN 2014,1:56.35,Rakvere (EST)
77,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Outdoor,800 Metres,09 AUG 2015,1:54.74,Tallinn (EST)
78,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Outdoor,800 Metres,17 JUL 2016,1:52.77,Tallinn (EST)
79,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Outdoor,800 Metres,11 JUN 2017,1:54.08,Valmiera (LAT)
80,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Outdoor,800 Metres,27 JUN 2018,1:53.76,Kohila (EST)
81,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Outdoor,800 Metres,10 JUL 2019,1:53.60,Kohila (EST)
82,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Outdoor,800 Metres,22 AUG 2020,1:53.78,"Rannastaadion, Pärnu (EST)"
83,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Outdoor,800 Metres,03 JUL 2022,1:52.85,"Rannastaadion, Pärnu (EST)"
84,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Outdoor,1000 Metres,25 JUN 2016,2:28.43,Tallinn (EST)
85,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Outdoor,1000 Metres,28 JUL 2020,2:25.2h,"Kalevi Keskstaadion, Tallinn (EST)"
86,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Outdoor,1500 Metres,27 JUL 2013,4:06.03,Tallinn (EST)
87,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Outdoor,1500 Metres,02 AUG 2014,4:03.82,Tallinn (EST)
88,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Outdoor,1500 Metres,31 JUL 2015,3:54.78,Valmiera (LAT)
89,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Outdoor,1500 Metres,10 JUN 2016,3:52.69,Valmiera (LAT)
90,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Outdoor,1500 Metres,25 MAY 2017,3:51.00,Riga (LAT)
91,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Outdoor,1500 Metres,07 JUL 2018,3:48.64,Lahti (FIN)
92,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Outdoor,1500 Metres,05 JUN 2019,3:47.94,Lahti (FIN)
93,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Outdoor,1500 Metres,26 AUG 2020,3:50.00,"Eläintarhan urheilukenttä, Helsinki (FIN)"
94,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Outdoor,1500 Metres,19 JUN 2021,3:50.67,"Cluj Arena, Cluj-Napoca (ROU)"
95,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Outdoor,1500 Metres,29 JUL 2022,3:49.87,"Jāņa Daliņa Stadium, Valmiera (LAT)"
96,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Outdoor,One Mile,15 AUG 2013,4:29.48,Tallinn (EST)
97,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Outdoor,One Mile,19 AUG 2020,4:11.19,"Kohila staadion, Kohila (EST)"
98,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Outdoor,2000 Metres,18 JUL 2018,5:27.08,Viljandi (EST)
99,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Outdoor,2000 Metres,31 JUL 2019,5:25.93,Tartu (EST)
100,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Outdoor,2000 Metres,26 MAY 2021,5:24.63,"Kohila staadion, Kohila (EST)"
101,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Outdoor,2000 Metres,18 MAY 2022,5:22.91,"Kohila staadion, Kohila (EST)"
102,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Outdoor,3000 Metres,14 JUN 2015,8:50.23,Tartu (EST)
103,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Outdoor,3000 Metres,25 JUL 2016,8:42.01,Tallinn (EST)
104,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Outdoor,3000 Metres,25 JUN 2017,8:38.90,"Kaarlen kenttä, Vaasa (FIN)"
105,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Outdoor,3000 Metres,16 MAY 2018,8:25.05,Kohila (EST)
106,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Outdoor,3000 Metres,11 AUG 2019,8:20.07,"Stadion ŠC Sloboda, Varaždin (CRO)"
107,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Outdoor,3000 Metres,25 MAY 2022,8:16.39,Lahti (FIN)
108,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Outdoor,5000 Metres,05 JUL 2015,15:37.37,Rakvere (EST)
109,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Outdoor,5000 Metres,18 AUG 2019,14:59.39,Tallinn (EST)
110,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Outdoor,5000 Metres,11 JUL 2021,15:26.36,"Kergejõustiku staadion, Kääriku (EST)"
111,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Outdoor,10 Kilometres,02 OCT 2021,31:31,Tartu (EST)
112,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Outdoor,3000 Metres Steeplechase,26 JUN 2013,10:10.17,Võru (EST)
113,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Indoor,800 Metres,17 FEB 2013,1:59.08,Tallinn (EST)
114,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Indoor,800 Metres,23 FEB 2014,1:58.24,Tartu (EST)
115,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Indoor,800 Metres,24 JAN 2015,1:58.16,Tartu (EST)
116,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Indoor,800 Metres,28 FEB 2016,1:57.79,Tallinn (EST)
117,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Indoor,800 Metres,19 FEB 2017,1:55.66,Tallinn (EST)
118,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Indoor,800 Metres,10 FEB 2018,1:53.83,Gent (BEL)
119,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Indoor,800 Metres,10 FEB 2019,1:56.44,Tallinn (EST)
120,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Indoor,1000 Metres,08 JAN 2014,2:36.36,Tartu (EST)
121,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Indoor,1000 Metres,11 FEB 2016,2:34.62,Tallinn (EST)
122,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Indoor,1000 Metres,06 FEB 2017,2:29.12,Tallinn (EST)
123,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Indoor,1000 Metres,20 JAN 2018,2:26.95,Kuldiga (LAT)
124,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Indoor,1000 Metres,18 JAN 2020,2:28.81,"Vieglatlētikas manēža, Kuldiga (LAT)"
125,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Indoor,1500 Metres,16 FEB 2013,4:08.13,Tallinn (EST)
126,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Indoor,1500 Metres,22 FEB 2014,4:05.01,Tartu (EST)
127,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Indoor,1500 Metres,01 FEB 2015,4:04.39,Tallinn (EST)
128,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Indoor,1500 Metres,27 FEB 2016,4:04.06,Tallinn (EST)
129,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Indoor,1500 Metres,18 FEB 2017,3:58.22,Tallinn (EST)
130,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Indoor,1500 Metres,17 FEB 2018,3:55.09,Tallinn (EST)
131,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Indoor,1500 Metres,16 FEB 2019,4:00.44,Tallinn (EST)
132,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Indoor,1500 Metres,22 FEB 2020,4:00.05,"Lasnamäe Kergejõustikuhall, Tallinn (EST)"
133,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Indoor,1500 Metres,20 FEB 2021,3:57.05,"Lasnamäe Kergejõustikuhall, Tallinn (EST)"
134,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Indoor,1500 Metres,26 FEB 2022,3:55.57,"Lasnamäe Kergejõustikuhall, Tallinn (EST)"
135,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Indoor,2000 Metres,11 FEB 2015,5:40.05,Tallinn (EST)
136,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Indoor,3000 Metres,26 JAN 2014,9:18.53,Tallinn (EST)
137,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Indoor,3000 Metres,25 JAN 2015,8:51.15,Tartu (EST)
138,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Indoor,3000 Metres,20 JAN 2016,8:56.93,Tartu (EST)
139,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Indoor,3000 Metres,18 FEB 2018,8:27.85,Tallinn (EST)
140,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Indoor,3000 Metres,17 FEB 2019,8:29.59,Tallinn (EST)
141,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Indoor,3000 Metres,23 FEB 2020,8:33.05,"Lasnamäe Kergejõustikuhall, Tallinn (EST)"
142,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Indoor,3000 Metres,21 FEB 2021,8:33.66,"Lasnamäe Kergejõustikuhall, Tallinn (EST)"
143,Olavi ALLASE,28 MAY 1993,EST,985,"1500m [1500m ind.,2000m]",Indoor,3000 Metres,27 FEB 2022,8:27.98,"Lasnamäe Kergejõustikuhall, Tallinn (EST)"
144,Justus MUASYA,15 MAY 2004,KEN,985,1500m,Outdoor,1500 Metres,02 JUL 2021,3:50.44,"Moi International Sports Centre, Kasarani, Nairobi (KEN)"
145,Justus MUASYA,15 MAY 2004,KEN,985,1500m,Outdoor,1500 Metres,01 JUL 2022,3:45.83,"Nyayo National Stadium, Nairobi (KEN)"
146,Gonzalo GERVASINI,04 OCT 2005,URU,985,1500m,Outdoor,800 Metres,15 NOV 2020,1:57.51,Montevideo (URU)
147,Gonzalo GERVASINI,04 OCT 2005,URU,985,1500m,Outdoor,800 Metres,12 SEP 2021,1:53.87,Montevideo (URU)
148,Gonzalo GERVASINI,04 OCT 2005,URU,985,1500m,Outdoor,800 Metres,10 APR 2022,1:50.41,Concepción del Uruguay (ARG)
149,Gonzalo GERVASINI,04 OCT 2005,URU,985,1500m,Outdoor,1500 Metres,08 DEC 2020,4:01.08,Montevideo (URU)
150,Gonzalo GERVASINI,04 OCT 2005,URU,985,1500m,Outdoor,1500 Metres,16 OCT 2021,3:51.52,Guayaquil (ECU)
151,Gonzalo GERVASINI,04 OCT 2005,URU,985,1500m,Outdoor,1500 Metres,12 MAR 2022,3:48.96,Montevideo (URU)
152,Gonzalo GERVASINI,04 OCT 2005,URU,985,1500m,Outdoor,3000 Metres,20 SEP 2020,8:53.50,Montevideo (URU)
153,Gonzalo GERVASINI,04 OCT 2005,URU,985,1500m,Outdoor,3000 Metres,14 AUG 2021,8:26.50,Montevideo (URU)
154,Gonzalo GERVASINI,04 OCT 2005,URU,985,1500m,Outdoor,4x400 Metres Relay Mixed,10 JUL 2021,3:51.13,Lima (PER)
155,Luke JACIW-ZURAKOWSKY,1999,CAN,985,1500m [Mile ind.],Outdoor,1500 Metres,03 JUL 2015,4:05.18,London (CAN)
156,Luke JACIW-ZURAKOWSKY,1999,CAN,985,1500m [Mile ind.],Outdoor,1500 Metres,15 JUL 2016,3:59.78,Guelph (CAN)
157,Luke JACIW-ZURAKOWSKY,1999,CAN,985,1500m [Mile ind.],Outdoor,1500 Metres,02 JUN 2017,3:57.64,Belleville (CAN)
158,Luke JACIW-ZURAKOWSKY,1999,CAN,985,1500m [Mile ind.],Outdoor,1500 Metres,20 APR 2018,3:58.66,"Princeton, NJ (USA)"
159,Luke JACIW-ZURAKOWSKY,1999,CAN,985,1500m [Mile ind.],Outdoor,1500 Metres,29 MAR 2019,3:56.07,"Richmond, VA (USA)"
160,Luke JACIW-ZURAKOWSKY,1999,CAN,985,1500m [Mile ind.],Outdoor,1500 Metres,03 APR 2021,3:54.65,"Franklin Field, Philadelphia, PA (USA)"
161,Luke JACIW-ZURAKOWSKY,1999,CAN,985,1500m [Mile ind.],Outdoor,1500 Metres,02 APR 2022,3:48.07,"Weaver Stadium, Princeton, NJ (USA)"
162,Luke JACIW-ZURAKOWSKY,1999,CAN,985,1500m [Mile ind.],Outdoor,3000 Metres,06 JUN 2015,8:39.29,Toronto (CAN)
163,Luke JACIW-ZURAKOWSKY,1999,CAN,985,1500m [Mile ind.],Outdoor,3000 Metres,19 JUL 2016,8:47.92,Toronto (CAN)
164,Luke JACIW-ZURAKOWSKY,1999,CAN,985,1500m [Mile ind.],Outdoor,3000 Metres,26 MAY 2017,8:39.47,Toronto (CAN)
165,Luke JACIW-ZURAKOWSKY,1999,CAN,985,1500m [Mile ind.],Outdoor,5000 Metres,06 MAY 2018,15:31.45,"Fairfax, VA (USA)"
166,Luke JACIW-ZURAKOWSKY,1999,CAN,985,1500m [Mile ind.],Outdoor,5000 Metres,09 APR 2021,14:34.69,"Temple Sports Complex, Philadelphia, PA (USA)"
167,Luke JACIW-ZURAKOWSKY,1999,CAN,985,1500m [Mile ind.],Outdoor,5000 Metres,22 APR 2022,14:23.56,"UVA Lanningan Field, Charlottesville, VA (USA)"
168,Luke JACIW-ZURAKOWSKY,1999,CAN,985,1500m [Mile ind.],Outdoor,"10,000 Metres",16 APR 2021,30:08.23,"UVA Lanningan Field, Charlottesville, VA (USA)"
169,Luke JACIW-ZURAKOWSKY,1999,CAN,985,1500m [Mile ind.],Indoor,800 Metres,12 FEB 2017,1:57.59,Toronto (CAN)
