,name,dob,nat,score,events,environment,race,date,performance,place
31,Ian RITCHIE,,USA,1019,"1500m [Mile,Mile ind.]",Indoor,800 Metres,05 MAR 2016,1:53.69,"Boston, MA (USA)"
32,Ian RITCHIE,,USA,1019,"1500m [Mile,Mile ind.]",Indoor,800 Metres,28 JAN 2017,1:53.56,"Boston, MA (USA)"
33,Ian RITCHIE,,USA,1019,"1500m [Mile,Mile ind.]",Indoor,800 Metres,10 FEB 2018,1:54.11,"Boston, MA (USA)"
34,Ian RITCHIE,,USA,1019,"1500m [Mile,Mile ind.]",Indoor,800 Metres,26 JAN 2019,1:54.07,"Boston, MA (USA)"
35,Ian RITCHIE,,USA,1019,"1500m [Mile,Mile ind.]",Indoor,1000 Metres,21 JAN 2016,2:31.90,"Boston, MA (USA)"
36,Ian RITCHIE,,USA,1019,"1500m [Mile,Mile ind.]",Indoor,1000 Metres,04 MAR 2017,2:27.43,"Boston, MA (USA)"
37,Ian RITCHIE,,USA,1019,"1500m [Mile,Mile ind.]",Indoor,1000 Metres,03 MAR 2018,2:27.43,"Boston, MA (USA)"
38,Ian RITCHIE,,USA,1019,"1500m [Mile,Mile ind.]",Indoor,1000 Metres,12 JAN 2019,2:30.12,"Cambridge, MA (USA)"
39,Ian RITCHIE,,USA,1019,"1500m [Mile,Mile ind.]",Indoor,1000 Metres,15 FEB 2020,2:25.52,"Boston Univ. Track & Tennis Center, Boston, MA (USA)"
40,Ian RITCHIE,,USA,1019,"1500m [Mile,Mile ind.]",Indoor,1000 Metres,13 MAR 2021,2:23.06,"Ocean Breeze Athl. Complex, New York, NY (USA)"
41,Ian RITCHIE,,USA,1019,"1500m [Mile,Mile ind.]",Indoor,1000 Metres,05 FEB 2022,2:25.91,"Boston Univ. Track & Tennis Center, Boston, MA (USA)"
42,Ian RITCHIE,,USA,1019,"1500m [Mile,Mile ind.]",Indoor,One Mile,19 JAN 2017,4:13.26,"Boston, MA (USA)"
43,Ian RITCHIE,,USA,1019,"1500m [Mile,Mile ind.]",Indoor,One Mile,23 FEB 2018,4:15.92,"Clemson, SC (USA)"
44,Ian RITCHIE,,USA,1019,"1500m [Mile,Mile ind.]",Indoor,One Mile,09 FEB 2019,4:06.56,"Boston, MA (USA)"
45,Ian RITCHIE,,USA,1019,"1500m [Mile,Mile ind.]",Indoor,One Mile,12 FEB 2022,4:06.41,"Boston Univ. Track & Tennis Center, Boston, MA (USA)"
46,Ian RITCHIE,,USA,1019,"1500m [Mile,Mile ind.]",Indoor,3000 Metres,29 FEB 2020,8:25.96,"Armory Track, New York, NY (USA)"
47,Ian RITCHIE,,USA,1019,"1500m [Mile,Mile ind.]",Indoor,3000 Metres,04 DEC 2021,8:21.81,"Boston Univ. Track & Tennis Center, Boston, MA (USA)"
48,Ian RITCHIE,,USA,1019,"1500m [Mile,Mile ind.]",Indoor,4x800 Metres Relay,08 JAN 2016,7:53.71,"Hanover, NH (USA)"
49,Ian RITCHIE,,USA,1019,"1500m [Mile,Mile ind.]",Indoor,4x800 Metres Relay,08 JAN 2017,7:54.56,"Hanover, NH (USA)"
50,Ian RITCHIE,,USA,1019,"1500m [Mile,Mile ind.]",Indoor,4x800 Metres Relay,03 FEB 2018,7:40.03,"Roxbury, MA (USA)"
51,Ian RITCHIE,,USA,1019,"1500m [Mile,Mile ind.]",Indoor,Distance Medley Relay,12 FEB 2016,9:59.30,"Boston, MA (USA)"
52,Ian RITCHIE,,USA,1019,"1500m [Mile,Mile ind.]",Indoor,Distance Medley Relay,22 FEB 2018,9:58.56,"Clemson, SC (USA)"
53,Ian RITCHIE,,USA,1019,"1500m [Mile,Mile ind.]",Indoor,Distance Medley Relay,25 JAN 2019,9:51.39,"Boston, MA (USA)"
54,Tyler LEESER,30 MAR 1999,USA,1019,1500m [Mile ind.],Outdoor,800 Metres,15 APR 2016,1:59.59,"Mansfield, PA (USA)"
55,Tyler LEESER,30 MAR 1999,USA,1019,1500m [Mile ind.],Outdoor,800 Metres,26 MAY 2018,1:53.44,"Shippensburg, PA (USA)"
56,Tyler LEESER,30 MAR 1999,USA,1019,1500m [Mile ind.],Outdoor,800 Metres,01 MAY 2019,1:53.20,"Lynchburg, VA (USA)"
57,Tyler LEESER,30 MAR 1999,USA,1019,1500m [Mile ind.],Outdoor,800 Metres,04 MAY 2022,1:50.17,"Matthes-Hopkins Track Complex, Lynchburg, VA (USA)"
58,Tyler LEESER,30 MAR 1999,USA,1019,1500m [Mile ind.],Outdoor,1500 Metres,29 MAR 2019,3:56.50,"Raleigh, NC (USA)"
59,Tyler LEESER,30 MAR 1999,USA,1019,1500m [Mile ind.],Outdoor,1500 Metres,01 MAY 2022,3:44.93,"UVA Lanningan Field, Charlottesville, VA (USA)"
60,Tyler LEESER,30 MAR 1999,USA,1019,1500m [Mile ind.],Outdoor,5000 Metres,25 MAR 2021,14:44.13,"Paul Derr TF Facility, Raleigh, NC (USA)"
61,Tyler LEESER,30 MAR 1999,USA,1019,1500m [Mile ind.],Outdoor,5000 Metres,24 MAR 2022,14:29.14,"Paul Derr TF Facility, Raleigh, NC (USA)"
62,Tyler LEESER,30 MAR 1999,USA,1019,1500m [Mile ind.],Outdoor,4x800 Metres Relay,13 APR 2019,7:35.94,"Knoxville, TN (USA)"
63,Tyler LEESER,30 MAR 1999,USA,1019,1500m [Mile ind.],Indoor,800 Metres,01 FEB 2019,1:53.99,"Blacksburg, VA (USA)"
64,Tyler LEESER,30 MAR 1999,USA,1019,1500m [Mile ind.],Indoor,800 Metres,07 FEB 2020,1:53.38,"Rector Fieldhouse, Blacksburg, VA (USA)"
65,Tyler LEESER,30 MAR 1999,USA,1019,1500m [Mile ind.],Indoor,800 Metres,18 FEB 2022,1:50.94,"Rector Fieldhouse, Blacksburg, VA (USA)"
66,Tyler LEESER,30 MAR 1999,USA,1019,1500m [Mile ind.],Indoor,1000 Metres,18 JAN 2019,2:29.57,"Blacksburg, VA (USA)"
67,Tyler LEESER,30 MAR 1999,USA,1019,1500m [Mile ind.],Indoor,1000 Metres,17 JAN 2020,2:28.49,"Rector Fieldhouse, Blacksburg, VA (USA)"
68,Tyler LEESER,30 MAR 1999,USA,1019,1500m [Mile ind.],Indoor,1000 Metres,19 FEB 2021,2:24.28,"Rector Fieldhouse, Blacksburg, VA (USA)"
69,Tyler LEESER,30 MAR 1999,USA,1019,1500m [Mile ind.],Indoor,1000 Metres,21 JAN 2022,2:25.59,"Rector Fieldhouse, Blacksburg, VA (USA)"
70,Tyler LEESER,30 MAR 1999,USA,1019,1500m [Mile ind.],Indoor,One Mile,02 FEB 2019,4:20.38,"Blacksburg, VA (USA)"
71,Tyler LEESER,30 MAR 1999,USA,1019,1500m [Mile ind.],Indoor,One Mile,21 FEB 2020,4:10.97,"Rector Fieldhouse, Blacksburg, VA (USA)"
72,Tyler LEESER,30 MAR 1999,USA,1019,1500m [Mile ind.],Indoor,One Mile,27 FEB 2021,4:05.00,"Clemson Indoor Track & Field Complex, Clemson, SC (USA)"
73,Tyler LEESER,30 MAR 1999,USA,1019,1500m [Mile ind.],Indoor,One Mile,12 FEB 2022,4:04.30,"Liberty Indoor Complex, Lynchburg, VA (USA)"
74,Tyler LEESER,30 MAR 1999,USA,1019,1500m [Mile ind.],Indoor,3000 Metres,15 JAN 2021,8:33.51,"Rector Fieldhouse, Blacksburg, VA (USA)"
75,Tyler LEESER,30 MAR 1999,USA,1019,1500m [Mile ind.],Indoor,3000 Metres,14 JAN 2022,8:15.93,"Rector Fieldhouse, Blacksburg, VA (USA)"
76,Tyler LEESER,30 MAR 1999,USA,1019,1500m [Mile ind.],Indoor,4x400 Metres Relay,19 JAN 2019,3:22.97,"Blacksburg, VA (USA)"
77,Tyler LEESER,30 MAR 1999,USA,1019,1500m [Mile ind.],Indoor,Distance Medley Relay,25 FEB 2021,9:41.87,"Clemson Indoor Track & Field Complex, Clemson, SC (USA)"
78,Kevin KELLY,11 AUG 1995,IRL,1019,1500m [Mile],Outdoor,800 Metres,26 MAY 2013,1:55.87,Tullamore (IRL)
79,Kevin KELLY,11 AUG 1995,IRL,1019,1500m [Mile],Outdoor,800 Metres,18 MAY 2014,1:54.52,Waterford (IRL)
80,Kevin KELLY,11 AUG 1995,IRL,1019,1500m [Mile],Outdoor,800 Metres,24 JUL 2015,1:55.01,Dublin (IRL)
81,Kevin KELLY,11 AUG 1995,IRL,1019,1500m [Mile],Outdoor,800 Metres,29 MAY 2016,1:53.60,Dublin (IRL)
82,Kevin KELLY,11 AUG 1995,IRL,1019,1500m [Mile],Outdoor,800 Metres,30 JUL 2017,1:56.83,Belfast (GBR)
83,Kevin KELLY,11 AUG 1995,IRL,1019,1500m [Mile],Outdoor,800 Metres,09 APR 2022,1:50.40,"Ole Miss T&F Complex, Oxford, MS (USA)"
84,Kevin KELLY,11 AUG 1995,IRL,1019,1500m [Mile],Outdoor,1500 Metres,14 JUN 2014,3:59.77,Dublin (IRL)
85,Kevin KELLY,11 AUG 1995,IRL,1019,1500m [Mile],Outdoor,1500 Metres,30 MAY 2015,3:52.96,Manchester (GBR)
86,Kevin KELLY,11 AUG 1995,IRL,1019,1500m [Mile],Outdoor,1500 Metres,04 JUN 2016,3:50.81,Oordegem (BEL)
87,Kevin KELLY,11 AUG 1995,IRL,1019,1500m [Mile],Outdoor,1500 Metres,24 JUN 2017,3:43.54,Watford (GBR)
88,Kevin KELLY,11 AUG 1995,IRL,1019,1500m [Mile],Outdoor,1500 Metres,24 MAR 2018,3:49.92,"Fayetteville, AR (USA)"
89,Kevin KELLY,11 AUG 1995,IRL,1019,1500m [Mile],Outdoor,1500 Metres,26 APR 2019,3:44.72,"Des Moines, IA (USA)"
90,Kevin KELLY,11 AUG 1995,IRL,1019,1500m [Mile],Outdoor,1500 Metres,12 JUN 2021,3:39.08,"Icahn Stadium, New York, NY (USA)"
91,Kevin KELLY,11 AUG 1995,IRL,1019,1500m [Mile],Outdoor,1500 Metres,29 APR 2022,3:42.41,"Cobb Track and Angell Field, Stanford, CA (USA)"
92,Kevin KELLY,11 AUG 1995,IRL,1019,1500m [Mile],Outdoor,One Mile,17 JUL 2013,4:19.46,Dublin (IRL)
93,Kevin KELLY,11 AUG 1995,IRL,1019,1500m [Mile],Outdoor,One Mile,14 AUG 2019,4:22.10,Cork City (IRL)
94,Kevin KELLY,11 AUG 1995,IRL,1019,1500m [Mile],Outdoor,One Mile,09 JUL 2021,3:57.86,"Icahn Stadium, New York, NY (USA)"
95,Kevin KELLY,11 AUG 1995,IRL,1019,1500m [Mile],Outdoor,One Mile,26 MAR 2022,4:06.53,"Mike A. Myers Stadium, Austin, TX (USA)"
96,Kevin KELLY,11 AUG 1995,IRL,1019,1500m [Mile],Outdoor,3000 Metres,01 MAY 2013,8:49.5h,Dublin (IRL)
97,Kevin KELLY,11 AUG 1995,IRL,1019,1500m [Mile],Outdoor,3000 Metres,07 JUL 2015,8:55.92,Cork (IRL)
98,Kevin KELLY,11 AUG 1995,IRL,1019,1500m [Mile],Outdoor,3000 Metres,13 JUL 2019,8:22.54,Drogheda (IRL)
99,Kevin KELLY,11 AUG 1995,IRL,1019,1500m [Mile],Indoor,800 Metres,23 FEB 2013,1:57.74,Athlone (IRL)
100,Kevin KELLY,11 AUG 1995,IRL,1019,1500m [Mile],Indoor,800 Metres,26 JAN 2014,1:57.75,Athlone (IRL)
101,Kevin KELLY,11 AUG 1995,IRL,1019,1500m [Mile],Indoor,800 Metres,25 JAN 2015,1:56.77,Athlone (IRL)
102,Kevin KELLY,11 AUG 1995,IRL,1019,1500m [Mile],Indoor,1000 Metres,11 JAN 2019,2:25.45,"Lincoln, NE (USA)"
103,Kevin KELLY,11 AUG 1995,IRL,1019,1500m [Mile],Indoor,1500 Metres,21 FEB 2015,3:56.04,Athlone (IRL)
104,Kevin KELLY,11 AUG 1995,IRL,1019,1500m [Mile],Indoor,1500 Metres,15 FEB 2017,3:52.54,Athlone (IRL)
105,Kevin KELLY,11 AUG 1995,IRL,1019,1500m [Mile],Indoor,One Mile,15 FEB 2017,4:11.05,Athlone (IRL)
106,Kevin KELLY,11 AUG 1995,IRL,1019,1500m [Mile],Indoor,One Mile,24 FEB 2018,4:14.24,"Cedar Falls, IA (USA)"
107,Kevin KELLY,11 AUG 1995,IRL,1019,1500m [Mile],Indoor,One Mile,02 FEB 2019,4:01.47,"Lincoln, NE (USA)"
108,Kevin KELLY,11 AUG 1995,IRL,1019,1500m [Mile],Indoor,One Mile,15 FEB 2020,4:06.38,"Boston Univ. Track & Tennis Center, Boston, MA (USA)"
109,Kevin KELLY,11 AUG 1995,IRL,1019,1500m [Mile],Indoor,3000 Metres,17 DEC 2014,8:38.23,Athlone (IRL)
110,Kevin KELLY,11 AUG 1995,IRL,1019,1500m [Mile],Indoor,3000 Metres,28 FEB 2016,8:44.01,Athlone (IRL)
111,Kevin KELLY,11 AUG 1995,IRL,1019,1500m [Mile],Indoor,3000 Metres,25 FEB 2018,8:28.25,"Cedar Falls, IA (USA)"
112,Kevin KELLY,11 AUG 1995,IRL,1019,1500m [Mile],Indoor,3000 Metres,26 JAN 2019,8:14.59,"Iowa City, IA (USA)"
113,Kevin KELLY,11 AUG 1995,IRL,1019,1500m [Mile],Indoor,3000 Metres,25 JAN 2020,8:16.46,"Boston Univ. Track & Tennis Center, Boston, MA (USA)"
114,Kevin KELLY,11 AUG 1995,IRL,1019,1500m [Mile],Indoor,Distance Medley Relay,12 JAN 2019,9:57.92,"Lincoln, NE (USA)"
115,Conor WELLS,,USA,1019,1500m,Outdoor,800 Metres,21 MAY 2014,1:59.33,"Fair Oaks, CA (USA)"
116,Conor WELLS,,USA,1019,1500m,Outdoor,800 Metres,28 MAY 2015,1:55.51,"Elk Grove, CA (USA)"
117,Conor WELLS,,USA,1019,1500m,Outdoor,800 Metres,23 MAR 2018,1:55.12,"San Mateo, CA (USA)"
118,Conor WELLS,,USA,1019,1500m,Outdoor,800 Metres,04 MAY 2019,1:53.58,"San Diego, CA (USA)"
119,Conor WELLS,,USA,1019,1500m,Outdoor,800 Metres,13 MAY 2022,1:49.06,"Cougar Athletic Stadium, Azusa, CA (USA)"
120,Conor WELLS,,USA,1019,1500m,Outdoor,1500 Metres,19 APR 2019,3:58.78,"Azusa, CA (USA)"
121,Conor WELLS,,USA,1019,1500m,Outdoor,1500 Metres,14 MAY 2022,3:44.27,"Cougar Athletic Stadium, Azusa, CA (USA)"
122,Conor WELLS,,USA,1019,1500m,Outdoor,Distance Medley Relay,02 APR 2022,9:58.69,"San Francisco St. Cox Stadium, San Francisco, CA (USA)"
123,Conor WELLS,,USA,1019,1500m,Indoor,4x800 Metres Relay,10 MAR 2018,7:39.30,"New York, NY (USA)"
124,Guillaume LHOMME,19 DEC 1991,FRA,1019,1500m [1500m ind.],Outdoor,800 Metres,20 JUN 2015,1:54.89,Niort (FRA)
125,Guillaume LHOMME,19 DEC 1991,FRA,1019,1500m [1500m ind.],Outdoor,800 Metres,08 JUN 2016,1:54.95,St-Maur (FRA)
126,Guillaume LHOMME,19 DEC 1991,FRA,1019,1500m [1500m ind.],Outdoor,800 Metres,28 JUN 2017,1:54.84,Halluin (FRA)
127,Guillaume LHOMME,19 DEC 1991,FRA,1019,1500m [1500m ind.],Outdoor,800 Metres,23 JUN 2018,1:54.07,Blois (FRA)
128,Guillaume LHOMME,19 DEC 1991,FRA,1019,1500m [1500m ind.],Outdoor,800 Metres,19 MAY 2019,1:54.56,La Roche-sur-Yon (FRA)
129,Guillaume LHOMME,19 DEC 1991,FRA,1019,1500m [1500m ind.],Outdoor,800 Metres,09 JUL 2020,1:58.07,"Stade Jean Leroi, Blois (FRA)"
130,Guillaume LHOMME,19 DEC 1991,FRA,1019,1500m [1500m ind.],Outdoor,800 Metres,29 MAY 2021,1:52.83,"Stade Jean Leroi, Blois (FRA)"
131,Guillaume LHOMME,19 DEC 1991,FRA,1019,1500m [1500m ind.],Outdoor,800 Metres,08 MAY 2022,1:52.71,"Stade Colette Besson, Saran (FRA)"
132,Guillaume LHOMME,19 DEC 1991,FRA,1019,1500m [1500m ind.],Outdoor,1000 Metres,01 JUL 2015,2:28.36,Blois (FRA)
133,Guillaume LHOMME,19 DEC 1991,FRA,1019,1500m [1500m ind.],Outdoor,1500 Metres,05 JUL 2016,3:58.28,St-Maur (FRA)
134,Guillaume LHOMME,19 DEC 1991,FRA,1019,1500m [1500m ind.],Outdoor,1500 Metres,25 JUN 2017,3:55.21,Tours (FRA)
135,Guillaume LHOMME,19 DEC 1991,FRA,1019,1500m [1500m ind.],Outdoor,1500 Metres,09 JUN 2018,3:51.24,Decines (FRA)
136,Guillaume LHOMME,19 DEC 1991,FRA,1019,1500m [1500m ind.],Outdoor,1500 Metres,15 JUN 2019,3:51.84,Bron (FRA)
137,Guillaume LHOMME,19 DEC 1991,FRA,1019,1500m [1500m ind.],Outdoor,1500 Metres,19 SEP 2020,3:57.33,"Stade Bréquigny, Rennes (FRA)"
138,Guillaume LHOMME,19 DEC 1991,FRA,1019,1500m [1500m ind.],Outdoor,1500 Metres,07 JUL 2021,3:49.58,"Stade Adolphe Cheron, St-Maur (FRA)"
139,Guillaume LHOMME,19 DEC 1991,FRA,1019,1500m [1500m ind.],Outdoor,1500 Metres,04 JUN 2022,3:44.45,Troyes (FRA)
140,Guillaume LHOMME,19 DEC 1991,FRA,1019,1500m [1500m ind.],Outdoor,10 Kilometres,24 OCT 2021,31:18,Cholet (FRA)
141,Guillaume LHOMME,19 DEC 1991,FRA,1019,1500m [1500m ind.],Indoor,1500 Metres,20 JAN 2018,3:58.09,Val-de-Reuil (FRA)
142,Guillaume LHOMME,19 DEC 1991,FRA,1019,1500m [1500m ind.],Indoor,1500 Metres,19 JAN 2019,3:56.73,Val-de-Reuil (FRA)
143,Guillaume LHOMME,19 DEC 1991,FRA,1019,1500m [1500m ind.],Indoor,1500 Metres,13 FEB 2022,3:51.18,"Halle Stéphane Diagana, Lyon (FRA)"
144,Luke STUCKEY,,USA,1019,1500m [Mile ind.],Outdoor,800 Metres,25 APR 2019,1:56.49,"Lincoln, NE (USA)"
145,Luke STUCKEY,,USA,1019,1500m [Mile ind.],Outdoor,800 Metres,18 APR 2021,1:51.01,"Kearney HS Track Complex, Kearney, NE (USA)"
146,Luke STUCKEY,,USA,1019,1500m [Mile ind.],Outdoor,800 Metres,29 APR 2022,1:52.22,"Simpson College, Indianola, IA (USA)"
147,Luke STUCKEY,,USA,1019,1500m [Mile ind.],Outdoor,1500 Metres,05 MAY 2019,3:52.84,"Warrensburg, MO (USA)"
148,Luke STUCKEY,,USA,1019,1500m [Mile ind.],Outdoor,1500 Metres,15 MAY 2021,3:44.24,"Kearney HS Track Complex, Kearney, NE (USA)"
149,Luke STUCKEY,,USA,1019,1500m [Mile ind.],Outdoor,1500 Metres,28 APR 2022,3:44.57,"Drake Stadium, Des Moines, IA (USA)"
150,Luke STUCKEY,,USA,1019,1500m [Mile ind.],Outdoor,One Mile,27 FEB 2022,4:09.07,"Hughes Fieldhouse, Maryville, MO (USA)"
151,Luke STUCKEY,,USA,1019,1500m [Mile ind.],Outdoor,5000 Metres,26 MAR 2021,14:46.32,"Emporia St. Francis G. Welch Stadium, Emporia, KS (USA)"
152,Luke STUCKEY,,USA,1019,1500m [Mile ind.],Outdoor,Distance Medley Relay,11 FEB 2022,9:41.05,"Robert W. Plaster Center, Pittsburg, KS (USA)"
153,Luke STUCKEY,,USA,1019,1500m [Mile ind.],Indoor,800 Metres,30 JAN 2021,1:58.71,"Cushing Fieldhouse, Kearney, NE (USA)"
154,Luke STUCKEY,,USA,1019,1500m [Mile ind.],Indoor,800 Metres,15 JAN 2022,1:55.60,"Bob Devaney Sports Center, Lincoln, NE (USA)"
155,Luke STUCKEY,,USA,1019,1500m [Mile ind.],Indoor,1000 Metres,14 FEB 2020,2:33.93,"Bulldog Fieldhouse, Seward, NE (USA)"
156,Luke STUCKEY,,USA,1019,1500m [Mile ind.],Indoor,1000 Metres,19 FEB 2021,2:30.16,"Cushing Fieldhouse, Kearney, NE (USA)"
157,Luke STUCKEY,,USA,1019,1500m [Mile ind.],Indoor,One Mile,21 FEB 2020,4:12.68,"Bob Devaney Sports Center, Lincoln, NE (USA)"
158,Luke STUCKEY,,USA,1019,1500m [Mile ind.],Indoor,One Mile,28 FEB 2021,4:14.06,"Washburn Indoor Athletic Facility, Topeka, KS (USA)"
159,Luke STUCKEY,,USA,1019,1500m [Mile ind.],Indoor,One Mile,05 FEB 2022,4:10.03,"Bob Devaney Sports Center, Lincoln, NE (USA)"
160,Luke STUCKEY,,USA,1019,1500m [Mile ind.],Indoor,3000 Metres,15 FEB 2019,8:49.13,"Lincoln, NE (USA)"
161,Luke STUCKEY,,USA,1019,1500m [Mile ind.],Indoor,3000 Metres,24 JAN 2020,8:42.70,"Bob Devaney Sports Center, Lincoln, NE (USA)"
162,Luke STUCKEY,,USA,1019,1500m [Mile ind.],Indoor,Distance Medley Relay,18 JAN 2020,10:09.35,"Bob Devaney Sports Center, Lincoln, NE (USA)"
163,Luke STUCKEY,,USA,1019,1500m [Mile ind.],Indoor,Distance Medley Relay,27 FEB 2021,9:54.93,"Washburn Indoor Athletic Facility, Topeka, KS (USA)"
164,Bilal BENYAMINA,28 JAN 1997,ALG,1018,1500m,Outdoor,800 Metres,05 JUN 2016,1:54.57,Batna (ALG)
165,Bilal BENYAMINA,28 JAN 1997,ALG,1018,1500m,Outdoor,800 Metres,09 JUN 2017,1:54.16,Algiers (ALG)
166,Bilal BENYAMINA,28 JAN 1997,ALG,1018,1500m,Outdoor,800 Metres,13 JUL 2018,1:57.12,Algiers (ALG)
167,Bilal BENYAMINA,28 JAN 1997,ALG,1018,1500m,Outdoor,800 Metres,26 JUL 2019,1:51.70,Algiers (ALG)
168,Bilal BENYAMINA,28 JAN 1997,ALG,1018,1500m,Outdoor,800 Metres,05 JUN 2021,1:53.16,"Stade Annexe du 5 Juillet, Algiers (ALG)"
169,Bilal BENYAMINA,28 JAN 1997,ALG,1018,1500m,Outdoor,1500 Metres,03 JUN 2016,3:52.20,Batna (ALG)
170,Bilal BENYAMINA,28 JAN 1997,ALG,1018,1500m,Outdoor,1500 Metres,28 JUL 2017,4:00.07,Algiers (ALG)
171,Bilal BENYAMINA,28 JAN 1997,ALG,1018,1500m,Outdoor,1500 Metres,27 APR 2018,3:58.64,Algiers (ALG)
172,Bilal BENYAMINA,28 JAN 1997,ALG,1018,1500m,Outdoor,1500 Metres,06 JUL 2019,3:45.55,Constantine (ALG)
